日期,類型,分類,金額,帳戶,備註
2025-05-20,支出,餐飲 > 午餐,138,現金,便當
2025-05-20,支出,餐飲 > 晚餐,433,現金,滷味
2025-05-20,支出,交通 > 公車/捷運,25,現金,悠遊卡加值
2025-05-20,支出,教育 > 線上課程,471,信用卡,線上英文課
2025-05-21,支出,居住 > 網路費,999,銀行帳戶,家用網路費
2025-05-21,支出,餐飲 > 早餐,116,信用卡,蛋餅
2025-05-21,支出,餐飲 > 午餐,176,現金,麵店
2025-05-21,支出,餐飲 > 飲料,61,現金,可不可
2025-05-21,支出,交通 > 公車/捷運,16,現金,捷運
2025-05-21,轉出,現金,2000,現金,存款
2025-05-21,轉入,銀行帳戶,2000,銀行帳戶,存款
2025-05-22,支出,餐飲 > 午餐,179,現金,滷肉飯
2025-05-22,支出,餐飲 > 晚餐,89,現金,鹹酥雞
2025-05-22,支出,餐飲 > 飲料,120,現金,可不可
2025-05-22,支出,購物 > 日用品,313,現金,衛生紙
2025-05-23,支出,餐飲 > 早餐,44,現金,飯糰
2025-05-23,支出,餐飲 > 午餐,205,信用卡,牛肉麵
2025-05-24,支出,餐飲 > 早餐,54,現金,吐司
2025-05-24,支出,餐飲 > 午餐,168,信用卡,排骨飯
2025-05-24,支出,餐飲 > 晚餐,87,信用卡,熱炒
2025-05-24,支出,交通 > 計程車/Uber,337,現金,機場計程車
2025-05-24,支出,交通 > 停車費,40,現金,路邊停車
2025-05-24,轉出,銀行帳戶,1000,銀行帳戶,提款
2025-05-24,轉入,現金,1000,現金,提款
2025-05-24,轉出,銀行帳戶,1000,銀行帳戶,提款
2025-05-24,轉入,現金,1000,現金,提款
2025-05-25,支出,餐飲 > 早餐,38,信用卡,飯糰
2025-05-25,支出,餐飲 > 午餐,144,信用卡,小吃店
2025-05-26,支出,餐飲 > 早餐,43,現金,燒餅油條
2025-05-26,支出,交通 > 加油,868,現金,加滿95
2025-05-26,支出,購物 > 服飾,2161,信用卡,Nike球鞋
2025-05-27,支出,餐飲 > 早餐,80,現金,全家早餐
2025-05-27,支出,餐飲 > 午餐,180,現金,自助餐
2025-05-27,支出,餐飲 > 飲料,145,現金,拿鐵
2025-05-28,支出,餐飲 > 早餐,111,現金,麥當勞早餐
2025-05-28,支出,餐飲 > 晚餐,107,現金,涮涮鍋
2025-05-28,支出,交通 > 公車/捷運,25,現金,捷運
2025-05-28,支出,購物 > 日用品,704,現金,保鮮膜
2025-05-29,支出,餐飲 > 早餐,99,信用卡,豆漿店
2025-05-29,支出,餐飲 > 午餐,139,信用卡,雞腿飯
2025-05-29,支出,餐飲 > 晚餐,211,現金,水餃
2025-05-30,支出,餐飲 > 午餐,243,信用卡,定食
2025-05-30,支出,餐飲 > 晚餐,364,信用卡,炒飯
2025-05-30,支出,餐飲 > 飲料,67,現金,可不可
2025-05-30,支出,交通 > 公車/捷運,16,現金,公車
2025-05-31,支出,餐飲 > 早餐,75,現金,吐司
2025-05-31,支出,餐飲 > 午餐,134,信用卡,簡餐
2025-05-31,支出,餐飲 > 晚餐,110,現金,鹹酥雞
2025-05-31,支出,餐飲 > 飲料,100,信用卡,五十嵐
2025-06-01,支出,餐飲 > 早餐,36,現金,麥當勞早餐
2025-06-01,支出,餐飲 > 午餐,171,信用卡,義大利麵
2025-06-01,支出,餐飲 > 晚餐,338,信用卡,夜市小吃
2025-06-01,支出,餐飲 > 飲料,159,現金,果汁
2025-06-01,支出,交通 > 高鐵/火車,250,信用卡,高鐵自由座
2025-06-01,支出,教育 > 學費,20626,銀行帳戶,進修課程
2025-06-02,支出,居住 > 管理費,1813,銀行帳戶,社區管理費
2025-06-02,收入,兼職,4943,銀行帳戶,設計案收入
2025-06-02,支出,餐飲 > 早餐,42,信用卡,蛋餅
2025-06-02,支出,餐飲 > 午餐,117,現金,義大利麵
2025-06-02,支出,餐飲 > 晚餐,80,現金,滷味
2025-06-03,支出,居住 > 房租/房貸,17010,銀行帳戶,每月房租
2025-06-03,支出,餐飲 > 早餐,71,現金,豆漿店
2025-06-03,支出,餐飲 > 午餐,143,信用卡,自助餐
2025-06-03,支出,餐飲 > 晚餐,150,信用卡,水餃
2025-06-04,支出,餐飲 > 晚餐,459,現金,滷味
2025-06-04,支出,餐飲 > 飲料,155,現金,果汁
2025-06-04,支出,交通 > 公車/捷運,50,現金,悠遊卡儲值
2025-06-05,支出,餐飲 > 早餐,100,現金,燒餅油條
2025-06-05,支出,餐飲 > 午餐,133,信用卡,小吃店
2025-06-05,支出,餐飲 > 晚餐,149,信用卡,火鍋
2025-06-05,支出,交通 > 公車/捷運,25,現金,悠遊卡加值
2025-06-05,支出,購物 > 日用品,348,信用卡,沐浴乳
2025-06-05,支出,娛樂 > 電影/影音,320,現金,Netflix月費
2025-06-06,支出,餐飲 > 午餐,145,信用卡,定食
2025-06-06,支出,餐飲 > 晚餐,313,信用卡,泰式料理
2025-06-07,收入,薪資,60582,銀行帳戶,2025年6月薪資
2025-06-07,支出,餐飲 > 早餐,108,信用卡,蛋餅
2025-06-07,支出,餐飲 > 午餐,234,信用卡,牛肉麵
2025-06-07,支出,餐飲 > 飲料,121,信用卡,果汁
2025-06-08,收入,投資,2989,銀行帳戶,股票配息
2025-06-08,支出,餐飲 > 早餐,37,信用卡,蛋餅
2025-06-08,支出,餐飲 > 午餐,182,現金,便當
2025-06-08,支出,餐飲 > 晚餐,461,現金,泰式料理
2025-06-09,支出,餐飲 > 午餐,121,現金,雞腿飯
2025-06-09,支出,餐飲 > 晚餐,486,信用卡,炒飯
2025-06-09,支出,餐飲 > 點心,122,信用卡,車輪餅
2025-06-09,支出,交通 > 公車/捷運,40,現金,公車
2025-06-09,轉出,銀行帳戶,1000,銀行帳戶,提款
2025-06-09,轉入,現金,1000,現金,提款
2025-06-10,支出,餐飲 > 早餐,39,信用卡,吐司
2025-06-10,支出,餐飲 > 晚餐,364,信用卡,鹹酥雞
2025-06-10,支出,餐飲 > 點心,48,信用卡,泡芙
2025-06-11,支出,餐飲 > 午餐,110,現金,定食
2025-06-11,支出,餐飲 > 晚餐,367,信用卡,炒飯
2025-06-11,支出,餐飲 > 飲料,51,信用卡,手搖飲
2025-06-11,支出,交通 > 公車/捷運,35,現金,悠遊卡加值
2025-06-12,支出,餐飲 > 早餐,70,現金,蛋餅
2025-06-12,支出,餐飲 > 晚餐,351,信用卡,自己煮
2025-06-12,支出,交通 > 公車/捷運,20,現金,捷運
2025-06-13,支出,餐飲 > 午餐,158,現金,便當
2025-06-13,支出,餐飲 > 晚餐,455,信用卡,火鍋
2025-06-13,支出,交通 > 公車/捷運,30,現金,悠遊卡儲值
2025-06-14,支出,餐飲 > 午餐,120,信用卡,義大利麵
2025-06-14,支出,餐飲 > 晚餐,170,信用卡,披薩
2025-06-15,支出,餐飲 > 早餐,111,現金,三明治
2025-06-15,支出,餐飲 > 午餐,244,信用卡,排骨飯
2025-06-15,支出,餐飲 > 晚餐,290,信用卡,炒飯
2025-06-16,支出,餐飲 > 早餐,106,現金,蛋餅
2025-06-16,支出,購物 > 日用品,392,信用卡,衛生紙
2025-06-17,支出,居住 > 水電費,2423,銀行帳戶,台電電費
2025-06-17,支出,餐飲 > 午餐,206,信用卡,自助餐
2025-06-17,支出,餐飲 > 晚餐,179,信用卡,火鍋
2025-06-17,支出,餐飲 > 點心,67,現金,麵包
2025-06-17,支出,交通 > 公車/捷運,25,現金,公車
2025-06-18,支出,居住 > 網路費,699,銀行帳戶,光世代月租費
2025-06-18,支出,餐飲 > 午餐,181,信用卡,簡餐
2025-06-18,支出,餐飲 > 晚餐,325,現金,鹹酥雞
2025-06-18,支出,餐飲 > 飲料,74,信用卡,五十嵐
2025-06-19,支出,餐飲 > 早餐,72,現金,蛋餅
2025-06-19,支出,餐飲 > 午餐,235,現金,排骨飯
2025-06-19,支出,餐飲 > 晚餐,342,現金,鹹酥雞
2025-06-19,支出,交通 > 公車/捷運,25,現金,捷運
2025-06-19,支出,交通 > 計程車/Uber,477,信用卡,Uber回家
2025-06-19,支出,購物 > 日用品,216,現金,牙膏
2025-06-20,支出,餐飲 > 午餐,161,信用卡,拉麵
2025-06-20,支出,餐飲 > 晚餐,327,現金,自己煮
2025-06-20,支出,交通 > 公車/捷運,48,現金,悠遊卡加值
2025-06-21,支出,餐飲 > 早餐,48,信用卡,三明治
2025-06-21,支出,餐飲 > 午餐,127,信用卡,自助餐
2025-06-21,支出,餐飲 > 晚餐,95,信用卡,韓式料理
2025-06-21,支出,餐飲 > 飲料,69,現金,清心
2025-06-21,支出,餐飲 > 點心,134,信用卡,鬆餅
2025-06-22,支出,餐飲 > 早餐,116,現金,豆漿店
2025-06-22,支出,餐飲 > 午餐,246,現金,排骨飯
2025-06-23,支出,餐飲 > 早餐,44,信用卡,吐司
2025-06-23,支出,餐飲 > 午餐,173,現金,小吃店
2025-06-23,支出,交通 > 公車/捷運,25,現金,悠遊卡儲值
2025-06-24,支出,餐飲 > 午餐,178,信用卡,牛肉麵
2025-06-24,支出,餐飲 > 晚餐,270,現金,滷味
2025-06-24,支出,餐飲 > 飲料,65,現金,果汁
2025-06-24,支出,餐飲 > 點心,124,信用卡,泡芙
2025-06-24,支出,交通 > 計程車/Uber,180,信用卡,Uber叫車
2025-06-25,支出,餐飲 > 早餐,46,現金,麥當勞早餐
2025-06-25,支出,餐飲 > 午餐,230,信用卡,雞腿飯
2025-06-25,支出,餐飲 > 晚餐,242,信用卡,水餃
2025-06-25,支出,餐飲 > 飲料,137,現金,拿鐵
2025-06-25,支出,交通 > 公車/捷運,25,現金,公車
2025-06-25,支出,娛樂 > 遊戲,1239,信用卡,Steam遊戲
2025-06-26,支出,餐飲 > 晚餐,265,現金,涮涮鍋
2025-06-26,支出,交通 > 公車/捷運,65,現金,公車
2025-06-26,支出,娛樂 > 旅遊,8020,信用卡,露營
2025-06-27,支出,餐飲 > 早餐,67,信用卡,吐司
2025-06-27,支出,餐飲 > 午餐,96,信用卡,拉麵
2025-06-27,支出,餐飲 > 晚餐,137,現金,泰式料理
2025-06-27,支出,餐飲 > 點心,65,信用卡,蛋糕
2025-06-27,支出,交通 > 公車/捷運,40,現金,公車
2025-06-28,收入,投資,3434,銀行帳戶,定存利息
2025-06-28,支出,餐飲 > 早餐,92,現金,吐司
2025-06-28,支出,餐飲 > 午餐,80,現金,滷肉飯
2025-06-28,支出,餐飲 > 晚餐,135,現金,水餃
2025-06-28,支出,餐飲 > 點心,101,信用卡,麵包
2025-06-29,支出,餐飲 > 早餐,73,現金,美而美早餐
2025-06-29,支出,餐飲 > 晚餐,329,現金,火鍋
2025-06-29,支出,交通 > 計程車/Uber,363,現金,Uber回家
2025-06-30,支出,餐飲 > 早餐,69,現金,麥當勞早餐
2025-06-30,支出,餐飲 > 午餐,86,信用卡,便當
2025-06-30,支出,餐飲 > 晚餐,459,現金,披薩
2025-06-30,支出,餐飲 > 點心,78,現金,泡芙
2025-07-01,支出,餐飲 > 早餐,116,現金,全家早餐
2025-07-01,支出,餐飲 > 午餐,97,現金,拉麵
2025-07-01,支出,餐飲 > 晚餐,371,信用卡,滷味
2025-07-01,支出,餐飲 > 飲料,70,現金,路易莎咖啡
2025-07-01,支出,娛樂 > 運動健身,257,現金,籃球
2025-07-02,支出,餐飲 > 早餐,49,現金,三明治
2025-07-02,支出,餐飲 > 午餐,128,信用卡,鐵板燒
2025-07-02,支出,餐飲 > 晚餐,314,信用卡,水餃
2025-07-03,支出,居住 > 房租/房貸,17174,銀行帳戶,每月房租
2025-07-03,收入,獎金,49192,銀行帳戶,年終獎金
2025-07-03,支出,餐飲 > 早餐,35,現金,7-11早餐
2025-07-03,支出,餐飲 > 午餐,100,信用卡,排骨飯
2025-07-03,支出,餐飲 > 晚餐,293,信用卡,鹹酥雞
2025-07-04,支出,餐飲 > 早餐,37,信用卡,燒餅油條
2025-07-04,支出,餐飲 > 午餐,94,信用卡,小吃店
2025-07-04,支出,交通 > 公車/捷運,20,現金,捷運
2025-07-04,支出,交通 > 加油,1289,現金,全國加油站
2025-07-04,支出,購物 > 日用品,193,信用卡,沐浴乳
2025-07-05,支出,餐飲 > 午餐,137,現金,簡餐
2025-07-05,支出,購物 > 服飾,1358,信用卡,ZARA
2025-07-06,收入,薪資,57753,銀行帳戶,2025年7月薪資
2025-07-06,支出,餐飲 > 午餐,135,信用卡,定食
2025-07-06,支出,交通 > 高鐵/火車,765,信用卡,火車票
2025-07-06,支出,購物 > 日用品,744,現金,牙膏
2025-07-06,支出,購物 > 服飾,1893,信用卡,褲子
2025-07-06,支出,購物 > 家電,13515,信用卡,吸塵器
2025-07-07,支出,餐飲 > 早餐,39,現金,三明治
2025-07-07,支出,餐飲 > 午餐,151,現金,雞腿飯
2025-07-07,支出,餐飲 > 晚餐,343,信用卡,水餃
2025-07-07,支出,交通 > 公車/捷運,16,現金,捷運
2025-07-08,支出,餐飲 > 早餐,111,信用卡,美而美早餐
2025-07-08,支出,餐飲 > 晚餐,163,現金,韓式料理
2025-07-09,支出,餐飲 > 早餐,112,信用卡,三明治
2025-07-09,支出,餐飲 > 午餐,200,現金,麵店
2025-07-09,支出,交通 > 加油,1430,信用卡,中油加油
2025-07-10,支出,餐飲 > 早餐,72,信用卡,7-11早餐
2025-07-10,支出,餐飲 > 午餐,178,信用卡,滷肉飯
2025-07-10,支出,餐飲 > 晚餐,477,信用卡,炒飯
2025-07-10,支出,餐飲 > 飲料,59,信用卡,迷客夏
2025-07-10,支出,交通 > 公車/捷運,30,現金,捷運通勤
2025-07-11,支出,餐飲 > 午餐,199,現金,拉麵
2025-07-11,支出,餐飲 > 晚餐,329,信用卡,鹹酥雞
2025-07-11,支出,購物 > 日用品,208,信用卡,保鮮膜
2025-07-12,支出,餐飲 > 早餐,64,信用卡,麥當勞早餐
2025-07-12,支出,餐飲 > 午餐,222,現金,拉麵
2025-07-12,支出,餐飲 > 晚餐,123,信用卡,鹹酥雞
2025-07-13,支出,餐飲 > 午餐,163,現金,咖哩飯
2025-07-13,支出,餐飲 > 晚餐,395,現金,日本料理
2025-07-13,支出,餐飲 > 飲料,127,信用卡,果汁
2025-07-14,支出,餐飲 > 早餐,48,信用卡,美而美早餐
2025-07-14,支出,餐飲 > 午餐,152,信用卡,拉麵
2025-07-14,支出,餐飲 > 飲料,131,現金,可不可
2025-07-15,支出,餐飲 > 早餐,37,信用卡,蛋餅
2025-07-15,支出,餐飲 > 午餐,240,現金,牛肉麵
2025-07-15,支出,餐飲 > 晚餐,485,信用卡,鹹酥雞
2025-07-15,支出,餐飲 > 點心,79,現金,車輪餅
2025-07-15,支出,交通 > 公車/捷運,35,現金,捷運通勤
2025-07-16,支出,居住 > 水電費,1671,銀行帳戶,水電瓦斯費
2025-07-16,支出,餐飲 > 早餐,87,現金,飯糰
2025-07-16,支出,餐飲 > 午餐,245,信用卡,咖哩飯
2025-07-17,支出,餐飲 > 早餐,90,現金,飯糰
2025-07-17,支出,餐飲 > 午餐,100,現金,定食
2025-07-17,支出,餐飲 > 晚餐,396,信用卡,燒烤
2025-07-17,支出,交通 > 公車/捷運,20,現金,悠遊卡儲值
2025-07-18,支出,餐飲 > 早餐,115,現金,全家早餐
2025-07-18,支出,餐飲 > 午餐,197,現金,簡餐
2025-07-18,支出,餐飲 > 晚餐,296,現金,滷味
2025-07-19,支出,餐飲 > 晚餐,371,現金,披薩
2025-07-19,支出,購物 > 日用品,499,信用卡,廚房紙巾
2025-07-20,支出,居住 > 網路費,799,信用卡,光世代月租費
2025-07-20,支出,餐飲 > 午餐,87,現金,排骨飯
2025-07-20,支出,餐飲 > 晚餐,338,信用卡,炒飯
2025-07-20,支出,餐飲 > 點心,53,信用卡,蛋糕
2025-07-20,支出,購物 > 日用品,658,信用卡,廚房紙巾
2025-07-21,收入,兼職,4034,銀行帳戶,週末打工
2025-07-21,支出,餐飲 > 早餐,40,信用卡,蛋餅
2025-07-21,支出,餐飲 > 午餐,83,現金,便當
2025-07-21,支出,餐飲 > 晚餐,403,信用卡,夜市小吃
2025-07-21,支出,交通 > 公車/捷運,25,現金,捷運
2025-07-22,支出,餐飲 > 早餐,85,信用卡,三明治
2025-07-22,支出,餐飲 > 午餐,112,信用卡,定食
2025-07-22,支出,餐飲 > 晚餐,102,信用卡,熱炒
2025-07-22,支出,交通 > 公車/捷運,35,現金,悠遊卡儲值
2025-07-23,支出,餐飲 > 午餐,190,信用卡,牛肉麵
2025-07-23,支出,餐飲 > 晚餐,428,信用卡,鹹酥雞
2025-07-24,收入,獎金,31123,銀行帳戶,三節獎金
2025-07-24,支出,餐飲 > 午餐,132,現金,便當
2025-07-24,支出,餐飲 > 晚餐,411,信用卡,水餃
2025-07-24,支出,餐飲 > 飲料,35,信用卡,果汁
2025-07-24,支出,餐飲 > 點心,144,現金,紅豆餅
2025-07-24,支出,交通 > 公車/捷運,40,現金,悠遊卡儲值
2025-07-24,轉出,銀行帳戶,10000,銀行帳戶,繳信用卡費
2025-07-24,轉入,信用卡,10000,信用卡,繳信用卡費
2025-07-25,支出,餐飲 > 早餐,85,信用卡,飯糰
2025-07-25,支出,餐飲 > 午餐,207,信用卡,簡餐
2025-07-25,支出,餐飲 > 晚餐,463,現金,鹹酥雞
2025-07-25,支出,餐飲 > 飲料,78,信用卡,珍珠奶茶
2025-07-25,支出,交通 > 公車/捷運,30,現金,悠遊卡儲值
2025-07-26,支出,餐飲 > 午餐,116,信用卡,牛肉麵
2025-07-26,支出,餐飲 > 晚餐,452,信用卡,鹹酥雞
2025-07-26,支出,餐飲 > 飲料,37,信用卡,可不可
2025-07-27,支出,餐飲 > 早餐,73,信用卡,飯糰
2025-07-27,支出,餐飲 > 午餐,186,現金,麵店
2025-07-27,支出,餐飲 > 晚餐,125,信用卡,水餃
2025-07-27,支出,購物 > 日用品,185,現金,洗髮精
2025-07-28,支出,餐飲 > 早餐,57,信用卡,三明治
2025-07-28,支出,餐飲 > 午餐,156,信用卡,小吃店
2025-07-28,支出,餐飲 > 晚餐,470,現金,水餃
2025-07-28,支出,餐飲 > 飲料,121,信用卡,美式咖啡
2025-07-28,支出,交通 > 公車/捷運,40,現金,捷運通勤
2025-07-28,支出,購物 > 服飾,1682,信用卡,洋裝
2025-07-29,支出,餐飲 > 早餐,44,信用卡,豆漿店
2025-07-29,支出,餐飲 > 午餐,210,信用卡,定食
2025-07-29,支出,餐飲 > 晚餐,494,現金,涮涮鍋
2025-07-29,支出,餐飲 > 飲料,163,現金,星巴克
2025-07-30,支出,餐飲 > 午餐,241,現金,咖哩飯
2025-07-30,支出,餐飲 > 晚餐,161,信用卡,炒飯
2025-07-30,支出,交通 > 公車/捷運,65,現金,悠遊卡加值
2025-07-31,支出,餐飲 > 早餐,110,現金,蛋餅
2025-07-31,支出,餐飲 > 午餐,126,信用卡,咖哩飯
2025-07-31,支出,餐飲 > 晚餐,129,信用卡,泰式料理
2025-08-01,支出,居住 > 房租/房貸,17954,銀行帳戶,每月房租
2025-08-01,支出,餐飲 > 午餐,134,現金,拉麵
2025-08-01,支出,餐飲 > 晚餐,179,信用卡,涮涮鍋
2025-08-01,支出,餐飲 > 飲料,40,現金,星巴克
2025-08-02,支出,餐飲 > 早餐,112,現金,吐司
2025-08-02,支出,餐飲 > 午餐,240,信用卡,自助餐
2025-08-02,支出,餐飲 > 晚餐,260,信用卡,燒烤
2025-08-02,支出,餐飲 > 飲料,146,信用卡,拿鐵
2025-08-03,支出,餐飲 > 早餐,76,信用卡,7-11早餐
2025-08-03,支出,餐飲 > 飲料,73,現金,可不可
2025-08-04,支出,居住 > 管理費,1783,銀行帳戶,社區管理費
2025-08-04,支出,餐飲 > 午餐,192,信用卡,自助餐
2025-08-04,支出,餐飲 > 晚餐,179,信用卡,燒烤
2025-08-04,支出,交通 > 公車/捷運,25,現金,捷運
2025-08-05,支出,餐飲 > 早餐,81,信用卡,7-11早餐
2025-08-05,支出,餐飲 > 午餐,118,現金,自助餐
2025-08-05,支出,餐飲 > 晚餐,142,信用卡,披薩
2025-08-05,支出,交通 > 公車/捷運,50,現金,捷運
2025-08-06,收入,薪資,53777,銀行帳戶,2025年8月薪資
2025-08-06,支出,餐飲 > 午餐,166,現金,雞腿飯
2025-08-06,支出,餐飲 > 晚餐,351,現金,熱炒
2025-08-06,支出,餐飲 > 飲料,177,信用卡,果汁
2025-08-07,支出,餐飲 > 早餐,105,信用卡,飯糰
2025-08-07,支出,餐飲 > 午餐,178,信用卡,拉麵
2025-08-07,支出,餐飲 > 晚餐,204,現金,韓式料理
2025-08-07,支出,餐飲 > 飲料,148,信用卡,綠茶
2025-08-07,支出,交通 > 公車/捷運,30,現金,捷運通勤
2025-08-07,轉出,銀行帳戶,10000,銀行帳戶,提款
2025-08-07,轉入,現金,10000,現金,提款
2025-08-08,支出,餐飲 > 午餐,123,現金,咖哩飯
2025-08-08,支出,餐飲 > 飲料,81,現金,果汁
2025-08-08,支出,交通 > 公車/捷運,48,現金,捷運通勤
2025-08-08,支出,購物 > 服飾,1284,信用卡,網購衣服
2025-08-09,支出,餐飲 > 早餐,36,信用卡,7-11早餐
2025-08-09,支出,餐飲 > 午餐,113,信用卡,便當
2025-08-09,支出,餐飲 > 晚餐,408,信用卡,日本料理
2025-08-09,支出,購物 > 服飾,356,信用卡,Nike球鞋
2025-08-09,支出,購物 > 3C產品,2525,信用卡,螢幕保護貼
2025-08-10,支出,餐飲 > 早餐,108,信用卡,燒餅油條
2025-08-10,支出,餐飲 > 午餐,222,現金,簡餐
2025-08-10,支出,餐飲 > 晚餐,328,現金,滷味
2025-08-11,支出,餐飲 > 早餐,111,信用卡,三明治
2025-08-11,支出,餐飲 > 午餐,142,現金,鐵板燒
2025-08-11,支出,餐飲 > 晚餐,354,信用卡,泰式料理
2025-08-11,支出,餐飲 > 飲料,134,現金,美式咖啡
2025-08-11,支出,交通 > 公車/捷運,25,現金,公車
2025-08-12,支出,餐飲 > 早餐,45,現金,麥當勞早餐
2025-08-12,支出,餐飲 > 午餐,211,信用卡,簡餐
2025-08-12,支出,餐飲 > 晚餐,497,現金,燒烤
2025-08-13,支出,餐飲 > 早餐,120,現金,美而美早餐
2025-08-13,支出,餐飲 > 午餐,232,現金,雞腿飯
2025-08-13,支出,餐飲 > 晚餐,110,信用卡,水餃
2025-08-13,支出,餐飲 > 飲料,108,信用卡,迷客夏
2025-08-13,支出,餐飲 > 點心,59,信用卡,泡芙
2025-08-13,支出,交通 > 公車/捷運,32,現金,悠遊卡儲值
2025-08-14,支出,餐飲 > 午餐,112,信用卡,自助餐
2025-08-14,支出,餐飲 > 飲料,94,現金,手搖飲
2025-08-15,支出,居住 > 水電費,1446,銀行帳戶,台電電費
2025-08-15,支出,餐飲 > 午餐,200,信用卡,定食
2025-08-15,支出,餐飲 > 晚餐,357,現金,水餃
2025-08-15,支出,餐飲 > 飲料,75,現金,迷客夏
2025-08-15,支出,交通 > 公車/捷運,16,現金,悠遊卡加值
2025-08-15,支出,購物 > 日用品,798,信用卡,保鮮膜
2025-08-16,支出,餐飲 > 早餐,105,現金,蛋餅
2025-08-16,支出,餐飲 > 晚餐,297,現金,火鍋
2025-08-17,支出,餐飲 > 早餐,84,信用卡,7-11早餐
2025-08-17,支出,餐飲 > 午餐,248,信用卡,義大利麵
2025-08-17,支出,購物 > 日用品,297,信用卡,垃圾袋
2025-08-18,支出,餐飲 > 午餐,193,現金,咖哩飯
2025-08-18,支出,餐飲 > 晚餐,392,現金,炒飯
2025-08-18,支出,餐飲 > 飲料,148,現金,迷客夏
2025-08-19,支出,餐飲 > 早餐,37,信用卡,燒餅油條
2025-08-19,支出,餐飲 > 午餐,100,信用卡,拉麵
2025-08-19,支出,餐飲 > 晚餐,114,信用卡,鹹酥雞
2025-08-19,支出,餐飲 > 飲料,176,信用卡,路易莎咖啡
2025-08-20,支出,餐飲 > 早餐,120,現金,吐司
2025-08-20,支出,餐飲 > 午餐,157,現金,簡餐
2025-08-20,支出,餐飲 > 晚餐,241,現金,披薩
2025-08-20,支出,餐飲 > 點心,55,信用卡,泡芙
2025-08-20,支出,購物 > 日用品,568,信用卡,洗髮精
2025-08-21,支出,餐飲 > 早餐,93,現金,三明治
2025-08-21,支出,餐飲 > 午餐,128,現金,拉麵
2025-08-21,支出,餐飲 > 晚餐,309,現金,熱炒
2025-08-21,支出,交通 > 公車/捷運,50,現金,捷運通勤
2025-08-22,支出,居住 > 網路費,599,銀行帳戶,中華電信網路費
2025-08-22,支出,餐飲 > 午餐,165,現金,簡餐
2025-08-22,支出,餐飲 > 晚餐,496,現金,熱炒
2025-08-22,支出,餐飲 > 飲料,78,信用卡,星巴克
2025-08-22,支出,交通 > 公車/捷運,30,現金,悠遊卡儲值
2025-08-23,支出,餐飲 > 午餐,135,現金,拉麵
2025-08-23,支出,餐飲 > 晚餐,429,現金,涮涮鍋
2025-08-24,支出,餐飲 > 早餐,78,信用卡,7-11早餐
2025-08-24,支出,餐飲 > 晚餐,270,信用卡,水餃
2025-08-24,支出,餐飲 > 飲料,97,信用卡,綠茶
2025-08-24,支出,餐飲 > 點心,30,信用卡,雞蛋糕
2025-08-24,支出,交通 > 高鐵/火車,76,信用卡,高鐵台北-台中
2025-08-25,支出,餐飲 > 早餐,103,現金,7-11早餐
2025-08-25,支出,餐飲 > 午餐,161,信用卡,義大利麵
2025-08-25,支出,餐飲 > 晚餐,188,信用卡,鹹酥雞
2025-08-25,支出,交通 > 停車費,50,現金,路邊停車
2025-08-26,支出,餐飲 > 早餐,82,現金,蛋餅
2025-08-26,支出,餐飲 > 午餐,157,現金,自助餐
2025-08-26,支出,餐飲 > 晚餐,87,現金,滷味
2025-08-26,支出,交通 > 公車/捷運,35,現金,捷運
2025-08-26,支出,購物 > 日用品,646,信用卡,清潔用品
2025-08-26,支出,醫療 > 藥品,121,現金,普拿疼
2025-08-27,支出,餐飲 > 早餐,119,信用卡,7-11早餐
2025-08-27,支出,餐飲 > 午餐,159,信用卡,義大利麵
2025-08-27,支出,餐飲 > 晚餐,408,現金,日本料理
2025-08-27,支出,餐飲 > 點心,141,現金,鬆餅
2025-08-27,支出,交通 > 公車/捷運,32,現金,悠遊卡加值
2025-08-28,支出,餐飲 > 午餐,90,現金,鐵板燒
2025-08-28,支出,餐飲 > 晚餐,188,現金,滷味
2025-08-28,支出,餐飲 > 飲料,70,現金,綠茶
2025-08-29,支出,餐飲 > 早餐,43,信用卡,美而美早餐
2025-08-29,支出,餐飲 > 午餐,245,信用卡,拉麵
2025-08-29,支出,餐飲 > 晚餐,423,現金,燒烤
2025-08-29,支出,餐飲 > 飲料,43,信用卡,拿鐵
2025-08-29,支出,交通 > 加油,1626,信用卡,加油
2025-08-30,支出,餐飲 > 早餐,36,信用卡,全家早餐
2025-08-30,支出,餐飲 > 午餐,93,信用卡,小吃店
2025-08-30,支出,餐飲 > 晚餐,87,現金,滷味
2025-08-31,支出,餐飲 > 早餐,72,信用卡,燒餅油條
2025-08-31,支出,餐飲 > 午餐,126,現金,牛肉麵
2025-08-31,支出,餐飲 > 晚餐,275,信用卡,自己煮
2025-08-31,支出,餐飲 > 飲料,139,信用卡,路易莎咖啡
2025-09-01,支出,居住 > 房租/房貸,16213,銀行帳戶,每月房租
2025-09-01,支出,餐飲 > 早餐,86,信用卡,飯糰
2025-09-01,支出,餐飲 > 午餐,121,信用卡,簡餐
2025-09-01,支出,餐飲 > 晚餐,407,信用卡,鹹酥雞
2025-09-01,支出,餐飲 > 飲料,44,現金,清心
2025-09-01,支出,交通 > 公車/捷運,48,現金,悠遊卡儲值
2025-09-02,支出,餐飲 > 午餐,188,現金,滷肉飯
2025-09-02,支出,餐飲 > 晚餐,122,信用卡,涮涮鍋
2025-09-02,支出,交通 > 公車/捷運,40,現金,公車
